time_sec,ECG_I,ECG_I_filtered,,,X2:ECG(raw),,X2:ECG(filt)
93.1461,0.609,0.1159,,,609,,115.9
93.1494,0.6081,0.114,,,608.1,,114
93.1528,0.6051,0.1121,,,605.1,,112.1
93.1561,0.6069,0.1112,,,606.9,,111.2
93.1594,0.6063,0.1136,,,606.3,,113.6
93.1628,0.6111,0.1151,,,611.1,,115.1
93.1661,0.6072,0.1129,,,607.2,,112.9
93.1694,0.6087,0.1135,,,608.7,,113.5
93.1728,0.6123,0.1172,,,612.3,,117.2
93.1761,0.6138,0.1173,,,613.8,,117.3
93.1794,0.6111,0.1167,,,611.1,,116.7
93.1828,0.6168,0.1192,,,616.8,,119.2
93.1861,0.6168,0.1214,,,616.8,,121.4
93.1894,0.6201,0.123,,,620.1,,123
93.1928,0.6228,0.1264,,,622.8,,126.4
93.1961,0.6276,0.1295,,,627.6,,129.5
93.1994,0.6279,0.1318,,,627.9,,131.8
93.2028,0.6318,0.1331,,,631.8,,133.1
93.2061,0.6294,0.1315,,,629.4,,131.5
93.2094,0.6258,0.1285,,,625.8,,128.5
93.2128,0.6252,0.1255,,,625.2,,125.5
93.2161,0.6198,0.1215,,,619.8,,121.5
93.2194,0.6147,0.1165,,,614.7,,116.5
93.2228,0.6108,0.1097,,,610.8,,109.7
93.2261,0.6003,0.1029,,,600.3,,102.9
93.2294,0.6027,0.1013,,,602.7,,101.3
93.2328,0.5997,0.1012,,,599.7,,101.2
93.2361,0.5973,0.096,,,597.3,,96
93.2394,0.5904,0.0913,,,590.4,,91.3
93.2428,0.594,0.0928,,,594,,92.8
93.2461,0.5967,0.0961,,,596.7,,96.1
93.2494,0.5988,0.0987,,,598.8,,98.7
93.2528,0.6045,0.1024,,,604.5,,102.4
93.2561,0.6078,0.107,,,607.8,,107
93.2594,0.6147,0.1138,,,614.7,,113.8
93.2628,0.6234,0.1199,,,623.4,,119.9
93.2661,0.6183,0.1185,,,618.3,,118.5
93.2694,0.6174,0.1131,,,617.4,,113.1
93.2728,0.6132,0.1119,,,613.2,,111.9
93.2761,0.6165,0.1135,,,616.5,,113.5
93.2794,0.618,0.1146,,,618,,114.6
93.2828,0.6165,0.1136,,,616.5,,113.6
93.2861,0.6135,0.1103,,,613.5,,110.3
93.2894,0.6159,0.1111,,,615.9,,111.1
93.2928,0.6192,0.1166,,,619.2,,116.6
93.2961,0.6216,0.1167,,,621.6,,116.7
93.2994,0.618,0.1133,,,618,,113.3
93.3028,0.6168,0.113,,,616.8,,113
93.3061,0.6162,0.111,,,616.2,,111
93.3094,0.6162,0.1104,,,616.2,,110.4
93.3128,0.6192,0.1151,,,619.2,,115.1
93.3161,0.6207,0.1144,,,620.7,,114.4
93.3194,0.6162,0.11,,,616.2,,110
93.3228,0.6159,0.1102,,,615.9,,110.2
93.3261,0.6255,0.1205,,,625.5,,120.5
93.3294,0.6816,0.1713,,,681.6,,171.3
93.3328,0.7647,0.2617,,,764.7,,261.7
93.3361,0.8139,0.3039,,,813.9,,303.9
93.3394,0.7413,0.2317,,,741.3,,231.7
93.3428,0.5679,0.0615,,,567.9,,61.5
93.3461,0.321,-0.1854,,,321,,-185.4
93.3494,0.0411,-0.4744,,,41.1,,-474.4
93.3528,-0.2382,-0.7315,,,-238.2,,-731.5
93.3561,-0.3903,-0.9018,,,-390.3,,-901.8
93.3594,-0.4311,-0.9379,,,-431.1,,-937.9
93.3628,-0.3249,-0.8045,,,-324.9,,-804.5
93.3661,-0.039,-0.5674,,,-39,,-567.4
93.3694,0.1335,-0.3374,,,133.5,,-337.4
93.3728,0.3459,-0.1672,,,345.9,,-167.2
93.3761,0.4077,-0.0884,,,407.7,,-88.4
93.3794,0.405,-0.0858,,,405,,-85.8
93.3828,0.4386,-0.0652,,,438.6,,-65.2
93.3861,0.4974,0.0016,,,497.4,,1.6
93.3894,0.5415,0.0471,,,541.5,,47.1
93.3928,0.5622,0.0613,,,562.2,,61.3
93.3961,0.5775,0.0804,,,577.5,,80.4
93.3994,0.5925,0.0969,,,592.5,,96.9
93.4028,0.6045,0.1038,,,604.5,,103.8
93.4061,0.6099,0.1123,,,609.9,,112.3
93.4094,0.6141,0.1168,,,614.1,,116.8
93.4128,0.6171,0.1167,,,617.1,,116.7
93.4161,0.6189,0.1201,,,618.9,,120.1
93.4194,0.6201,0.122,,,620.1,,122
93.4228,0.6243,0.1229,,,624.3,,122.9
93.4261,0.6258,0.1271,,,625.8,,127.1
93.4294,0.627,0.1268,,,627,,126.8
93.4328,0.6228,0.1219,,,622.8,,121.9
93.4361,0.6213,0.1212,,,621.3,,121.2
93.4394,0.6237,0.1229,,,623.7,,122.9
93.4428,0.6243,0.1226,,,624.3,,122.6
93.4461,0.6216,0.1211,,,621.6,,121.1
93.4494,0.6216,0.1192,,,621.6,,119.2
93.4528,0.6204,0.1189,,,620.4,,118.9
93.4561,0.6213,0.1194,,,621.3,,119.4
93.4594,0.621,0.1177,,,621,,117.7
93.4628,0.6174,0.116,,,617.4,,116
93.4661,0.6198,0.1159,,,619.8,,115.9
93.4694,0.6177,0.1148,,,617.7,,114.8
93.4728,0.6168,0.1141,,,616.8,,114.1
93.4761,0.6186,0.114,,,618.6,,114
93.4794,0.6135,0.1105,,,613.5,,110.5
93.4828,0.6108,0.1062,,,610.8,,106.2
93.4861,0.6099,0.106,,,609.9,,106
93.4894,0.6105,0.1054,,,610.5,,105.4
93.4928,0.6045,0.1007,,,604.5,,100.7
93.4961,0.6033,0.0975,,,603.3,,97.5
93.4994,0.603,0.0984,,,603,,98.4
93.5028,0.6048,0.0995,,,604.8,,99.5
93.5061,0.6045,0.0986,,,604.5,,98.6
93.5094,0.6015,0.0958,,,601.5,,95.8
93.5128,0.5964,0.0911,,,596.4,,91.1
93.5161,0.594,0.0868,,,594,,86.8
93.5194,0.5895,0.0844,,,589.5,,84.4
93.5228,0.5883,0.081,,,588.3,,81
93.5261,0.5829,0.0766,,,582.9,,76.6
93.5294,0.5811,0.0743,,,581.1,,74.3
93.5328,0.5793,0.0724,,,579.3,,72.4
93.5361,0.5763,0.069,,,576.3,,69
93.5394,0.5745,0.0676,,,574.5,,67.6
93.5428,0.5745,0.0669,,,574.5,,66.9
93.5461,0.5694,0.0622,,,569.4,,62.2
93.5494,0.5664,0.0582,,,566.4,,58.2
93.5528,0.5637,0.0572,,,563.7,,57.2
93.5561,0.5628,0.053,,,562.8,,53
93.5594,0.5535,0.0479,,,553.5,,47.9
93.5628,0.5592,0.0488,,,559.2,,48.8
93.5661,0.5547,0.0489,,,554.7,,48.9
93.5694,0.5541,0.0435,,,554.1,,43.5
93.5728,0.5472,0.0414,,,547.2,,41.4
93.5761,0.5547,0.0436,,,554.7,,43.6
93.5794,0.5484,0.0424,,,548.4,,42.4
93.5828,0.5487,0.038,,,548.7,,38
93.5861,0.5418,0.0348,,,541.8,,34.8
93.5894,0.5427,0.0325,,,542.7,,32.5
93.5928,0.5385,0.0313,,,538.5,,31.3
93.5961,0.5427,0.0319,,,542.7,,31.9
93.5994,0.5409,0.034,,,540.9,,34
93.6028,0.5484,0.0379,,,548.4,,37.9
93.6061,0.552,0.0436,,,552,,43.6
93.6094,0.5601,0.0509,,,560.1,,50.9
93.6128,0.57,0.0605,,,570,,60.5
93.6161,0.5811,0.0714,,,581.1,,71.4
93.6194,0.5901,0.0813,,,590.1,,81.3
93.6228,0.6021,0.091,,,602.1,,91
93.6261,0.609,0.1001,,,609,,100.1
93.6294,0.6183,0.1074,,,618.3,,107.4
93.6328,0.6261,0.1157,,,626.1,,115.7
93.6361,0.6369,0.1261,,,636.9,,126.1
93.6394,0.6447,0.1338,,,644.7,,133.8
93.6428,0.6483,0.1364,,,648.3,,136.4
93.6461,0.6486,0.1376,,,648.6,,137.6
93.6494,0.6528,0.1404,,,652.8,,140.4
93.6528,0.657,0.1446,,,657,,144.6
93.6561,0.6609,0.149,,,660.9,,149
93.6594,0.6651,0.1512,,,665.1,,151.2
93.6628,0.6636,0.1513,,,663.6,,151.3
93.6661,0.6663,0.1522,,,666.3,,152.2
93.6694,0.6678,0.154,,,667.8,,154
93.6728,0.6693,0.1557,,,669.3,,155.7
93.6761,0.6738,0.1582,,,673.8,,158.2
93.6794,0.6735,0.1603,,,673.5,,160.3
93.6828,0.6774,0.1603,,,677.4,,160.3
93.6861,0.6753,0.1616,,,675.3,,161.6
93.6894,0.6807,0.1637,,,680.7,,163.7
93.6928,0.6789,0.1629,,,678.9,,162.9
93.6961,0.6783,0.1625,,,678.3,,162.5
93.6994,0.6837,0.1658,,,683.7,,165.8
93.7028,0.6828,0.166,,,682.8,,166
93.7061,0.6768,0.1602,,,676.8,,160.2
93.7094,0.6765,0.156,,,676.5,,156
93.7128,0.6696,0.1553,,,669.6,,155.3
93.7161,0.6777,0.1549,,,677.7,,154.9
93.7194,0.6705,0.1556,,,670.5,,155.6
93.7228,0.6789,0.1566,,,678.9,,156.6
93.7261,0.6729,0.1555,,,672.9,,155.5
93.7294,0.6765,0.1553,,,676.5,,155.3
93.7328,0.6759,0.1565,,,675.9,,156.5
93.7361,0.6753,0.1546,,,675.3,,154.6
93.7394,0.6738,0.1526,,,673.8,,152.6
93.7428,0.6744,0.1538,,,674.4,,153.8
93.7461,0.6741,0.1523,,,674.1,,152.3
93.7494,0.6702,0.1481,,,670.2,,148.1
93.7528,0.669,0.1479,,,669,,147.9
93.7561,0.6723,0.1486,,,672.3,,148.6
93.7594,0.6681,0.1465,,,668.1,,146.5
93.7628,0.6705,0.1467,,,670.5,,146.7
93.7661,0.6708,0.148,,,670.8,,148
93.7694,0.6693,0.1451,,,669.3,,145.1
93.7728,0.6657,0.1427,,,665.7,,142.7
93.7761,0.6705,0.1452,,,670.5,,145.2
93.7794,0.6723,0.1486,,,672.3,,148.6
93.7828,0.6753,0.1499,,,675.3,,149.9
93.7861,0.6738,0.1491,,,673.8,,149.1
93.7894,0.6735,0.1471,,,673.5,,147.1
93.7928,0.6711,0.147,,,671.1,,147
93.7961,0.6771,0.1489,,,677.1,,148.9
93.7994,0.6729,0.1484,,,672.9,,148.4
93.8028,0.6738,0.146,,,673.8,,146
93.8061,0.6717,0.1447,,,671.7,,144.7
93.8094,0.6705,0.1436,,,670.5,,143.6
93.8128,0.6699,0.1423,,,669.9,,142.3
93.8161,0.6711,0.1424,,,671.1,,142.4
93.8194,0.6693,0.1426,,,669.3,,142.6
93.8228,0.6726,0.1424,,,672.6,,142.4
93.8261,0.6711,0.1435,,,671.1,,143.5
93.8294,0.675,0.1451,,,675,,145.1
93.8328,0.6735,0.145,,,673.5,,145
93.8361,0.6753,0.1438,,,675.3,,143.8
93.8394,0.6693,0.1422,,,669.3,,142.2
93.8428,0.675,0.1407,,,675,,140.7
93.8461,0.6672,0.1409,,,667.2,,140.9
93.8494,0.6759,0.141,,,675.9,,141
93.8528,0.6663,0.1382,,,666.3,,138.2
93.8561,0.6687,0.135,,,668.7,,135
93.8594,0.6654,0.135,,,665.4,,135
93.8628,0.6684,0.1356,,,668.4,,135.6
93.8661,0.6669,0.1348,,,666.9,,134.8
93.8694,0.666,0.1333,,,666,,133.3
93.8728,0.6639,0.1312,,,663.9,,131.2
93.8761,0.6642,0.1302,,,664.2,,130.2
93.8794,0.6648,0.1328,,,664.8,,132.8
93.8828,0.672,0.1365,,,672,,136.5
93.8861,0.6699,0.1373,,,669.9,,137.3
93.8894,0.6705,0.1356,,,670.5,,135.6
93.8928,0.6687,0.1339,,,668.7,,133.9
93.8961,0.6675,0.1328,,,667.5,,132.8
93.8994,0.6663,0.1318,,,666.3,,131.8
93.9028,0.6675,0.1304,,,667.5,,130.4
93.9061,0.6627,0.1293,,,662.7,,129.3
93.9094,0.6654,0.1277,,,665.4,,127.7
93.9128,0.6612,0.1254,,,661.2,,125.4
93.9161,0.6615,0.1261,,,661.5,,126.1
93.9194,0.6681,0.1295,,,668.1,,129.5
93.9228,0.6645,0.1289,,,664.5,,128.9
93.9261,0.6621,0.1246,,,662.1,,124.6
93.9294,0.6624,0.1238,,,662.4,,123.8
93.9328,0.6606,0.1246,,,660.6,,124.6
93.9361,0.6612,0.1215,,,661.2,,121.5
93.9394,0.6555,0.1182,,,655.5,,118.2
93.9428,0.657,0.1179,,,657,,117.9
93.9461,0.6552,0.117,,,655.2,,117
93.9494,0.6552,0.1149,,,655.2,,114.9
93.9528,0.6498,0.1128,,,649.8,,112.8
93.9561,0.6528,0.1102,,,652.8,,110.2
93.9594,0.6462,0.1097,,,646.2,,109.7
93.9628,0.6558,0.113,,,655.8,,113
93.9661,0.6528,0.1147,,,652.8,,114.7
93.9694,0.6537,0.1118,,,653.7,,111.8
93.9728,0.6489,0.1092,,,648.9,,109.2
93.9761,0.6507,0.1092,,,650.7,,109.2
93.9794,0.6498,0.1089,,,649.8,,108.9
93.9828,0.6489,0.1075,,,648.9,,107.5
93.9861,0.6474,0.1058,,,647.4,,105.8
93.9894,0.6459,0.1036,,,645.9,,103.6
93.9928,0.6429,0.1022,,,642.9,,102.2
93.9961,0.6477,0.1033,,,647.7,,103.3
93.9994,0.6438,0.1038,,,643.8,,103.8
94.0028,0.6456,0.101,,,645.6,,101
94.0061,0.6414,0.0996,,,641.4,,99.6
94.0094,0.645,0.1012,,,645,,101.2
94.0128,0.6414,0.0992,,,641.4,,99.2
94.0161,0.6399,0.0944,,,639.9,,94.4
94.0194,0.6363,0.0954,,,636.3,,95.4
94.0228,0.6459,0.0993,,,645.9,,99.3
94.0261,0.6429,0.1006,,,642.9,,100.6
94.0294,0.6477,0.1027,,,647.7,,102.7
94.0328,0.6507,0.1061,,,650.7,,106.1
94.0361,0.6522,0.1075,,,652.2,,107.5
94.0394,0.6546,0.1099,,,654.6,,109.9
94.0428,0.6579,0.1119,,,657.9,,111.9
94.0461,0.6555,0.111,,,655.5,,111
94.0494,0.6582,0.1111,,,658.2,,111.1
94.0528,0.6528,0.1088,,,652.8,,108.8
94.0561,0.6483,0.0997,,,648.3,,99.7
94.0594,0.6372,0.0934,,,637.2,,93.4
94.0628,0.6393,0.0907,,,639.3,,90.7
94.0661,0.6261,0.0807,,,626.1,,80.7
94.0694,0.6195,0.0717,,,619.5,,71.7
94.0728,0.6183,0.0726,,,618.3,,72.6
94.0761,0.6195,0.0703,,,619.5,,70.3
94.0794,0.6051,0.0602,,,605.1,,60.2
94.0828,0.6048,0.0556,,,604.8,,55.6
94.0861,0.6063,0.0593,,,606.3,,59.3
94.0894,0.6108,0.0637,,,610.8,,63.7
94.0928,0.6141,0.0659,,,614.1,,65.9
94.0961,0.6156,0.0668,,,615.6,,66.8
94.0994,0.6159,0.0703,,,615.9,,70.3
94.1028,0.6282,0.0767,,,628.2,,76.7
94.1061,0.6237,0.078,,,623.7,,78
94.1094,0.6222,0.0722,,,622.2,,72.2
94.1128,0.6168,0.0687,,,616.8,,68.7
94.1161,0.6201,0.0702,,,620.1,,70.2
94.1194,0.6177,0.0713,,,617.7,,71.3
94.1228,0.6249,0.0717,,,624.9,,71.7
94.1261,0.6168,0.0718,,,616.8,,71.8
94.1294,0.6207,0.068,,,620.7,,68
94.1328,0.6099,0.062,,,609.9,,62
94.1361,0.6096,0.0592,,,609.6,,59.2
94.1394,0.6087,0.0597,,,608.7,,59.7
94.1428,0.6132,0.0617,,,613.2,,61.7
94.1461,0.6114,0.0631,,,611.4,,63.1
94.1494,0.612,0.0609,,,612,,60.9
94.1528,0.6087,0.0579,,,608.7,,57.9
94.1561,0.6069,0.0575,,,606.9,,57.5
94.1594,0.6075,0.0566,,,607.5,,56.6
94.1628,0.6072,0.0554,,,607.2,,55.4
94.1661,0.6066,0.0574,,,606.6,,57.4
94.1694,0.6258,0.0747,,,625.8,,74.7
94.1728,0.6852,0.1314,,,685.2,,131.4
94.1761,0.7551,0.2078,,,755.1,,207.8
94.1794,0.7785,0.2226,,,778.5,,222.6
94.1828,0.6795,0.1282,,,679.5,,128.2
94.1861,0.4992,-0.0525,,,499.2,,-52.5
94.1894,0.2586,-0.2919,,,258.6,,-291.9
94.1928,-0.0006,-0.5575,,,-0.6,,-557.5
94.1961,-0.2457,-0.7833,,,-245.7,,-783.3
94.1994,-0.3462,-0.9044,,,-346.2,,-904.4
94.2028,-0.3387,-0.8799,,,-338.7,,-879.9
94.2061,-0.1743,-0.7102,,,-174.3,,-710.2
94.2094,0.093,-0.4675,,,93,,-467.5
94.2128,0.2685,-0.2527,,,268.5,,-252.7
94.2161,0.429,-0.1291,,,429,,-129.1
94.2194,0.4284,-0.1059,,,428.4,,-105.9
94.2228,0.4182,-0.123,,,418.2,,-123
94.2261,0.4413,-0.1027,,,441.3,,-102.7
94.2294,0.4878,-0.0521,,,487.8,,-52.1
94.2328,0.5169,-0.0221,,,516.9,,-22.1
94.2361,0.5346,-0.0099,,,534.6,,-9.9
94.2394,0.5415,0.0032,,,541.5,,3.2
94.2428,0.552,0.0102,,,552,,10.2
94.2461,0.5556,0.0139,,,555.6,,13.9
94.2494,0.5604,0.0201,,,560.4,,20.1
94.2528,0.5643,0.0229,,,564.3,,22.9
94.2561,0.567,0.0257,,,567,,25.7
94.2594,0.5709,0.0296,,,570.9,,29.6
94.2628,0.5679,0.0268,,,567.9,,26.8
94.2661,0.5634,0.0221,,,563.4,,22.1
94.2694,0.5643,0.022,,,564.3,,22
94.2728,0.561,0.0214,,,561,,21.4
94.2761,0.5649,0.0208,,,564.9,,20.8
94.2794,0.5607,0.0222,,,560.7,,22.2
94.2828,0.5646,0.02,,,564.6,,20
94.2861,0.5538,0.0149,,,553.8,,14.9
94.2894,0.5562,0.0125,,,556.2,,12.5
94.2928,0.5517,0.0112,,,551.7,,11.2
94.2961,0.5514,0.0094,,,551.4,,9.4
94.2994,0.5484,0.0067,,,548.4,,6.7
94.3028,0.5442,0.0023,,,544.2,,2.3
94.3061,0.5394,-0.0015,,,539.4,,-1.5
94.3094,0.5391,-0.0037,,,539.1,,-3.7
94.3128,0.5328,-0.008,,,532.8,,-8
94.3161,0.5304,-0.0115,,,530.4,,-11.5
94.3194,0.5313,-0.0104,,,531.3,,-10.4
94.3228,0.5307,-0.0112,,,530.7,,-11.2
94.3261,0.5232,-0.0168,,,523.2,,-16.8
94.3294,0.5241,-0.0206,,,524.1,,-20.6
94.3328,0.5133,-0.024,,,513.3,,-24
94.3361,0.5133,-0.0319,,,513.3,,-31.9
94.3394,0.5028,-0.0362,,,502.8,,-36.2
94.3428,0.5076,-0.0341,,,507.6,,-34.1
94.3461,0.5055,-0.0367,,,505.5,,-36.7
94.3494,0.4968,-0.043,,,496.8,,-43
94.3528,0.4974,-0.0443,,,497.4,,-44.3
94.3561,0.4944,-0.0467,,,494.4,,-46.7
94.3594,0.4857,-0.0543,,,485.7,,-54.3
94.3628,0.483,-0.0584,,,483,,-58.4
94.3661,0.48,-0.0601,,,480,,-60.1
94.3694,0.4737,-0.0672,,,473.7,,-67.2
94.3728,0.4665,-0.0729,,,466.5,,-72.9
94.3761,0.4701,-0.0714,,,470.1,,-71.4
94.3794,0.4668,-0.0717,,,466.8,,-71.7
94.3828,0.4611,-0.0795,,,461.1,,-79.5
94.3861,0.4515,-0.0883,,,451.5,,-88.3
94.3894,0.444,-0.0944,,,444,,-94.4
94.3928,0.4404,-0.1,,,440.4,,-100
94.3961,0.4332,-0.1049,,,433.2,,-104.9
94.3994,0.4317,-0.1073,,,431.7,,-107.3
94.4028,0.4284,-0.1104,,,428.4,,-110.4
94.4061,0.4206,-0.117,,,420.6,,-117
94.4094,0.4161,-0.1231,,,416.1,,-123.1
94.4128,0.408,-0.1278,,,408,,-127.8
94.4161,0.4062,-0.1338,,,406.2,,-133.8
94.4194,0.3969,-0.1375,,,396.9,,-137.5
94.4228,0.4011,-0.1385,,,401.1,,-138.5
94.4261,0.3903,-0.1439,,,390.3,,-143.9
94.4294,0.387,-0.1514,,,387,,-151.4
94.4328,0.3813,-0.1527,,,381.3,,-152.7
94.4361,0.3864,-0.1508,,,386.4,,-150.8
94.4394,0.3843,-0.1501,,,384.3,,-150.1
94.4428,0.3867,-0.1481,,,386.7,,-148.1
94.4461,0.3909,-0.145,,,390.9,,-145
94.4494,0.3936,-0.1392,,,393.6,,-139.2
94.4528,0.4086,-0.1268,,,408.6,,-126.8
94.4561,0.4203,-0.113,,,420.3,,-113
94.4594,0.4311,-0.1026,,,431.1,,-102.6
94.4628,0.4437,-0.0901,,,443.7,,-90.1
94.4661,0.4575,-0.0756,,,457.5,,-75.6
94.4694,0.4671,-0.0663,,,467.1,,-66.3
94.4728,0.4725,-0.0603,,,472.5,,-60.3
94.4761,0.4815,-0.0518,,,481.5,,-51.8
94.4794,0.4902,-0.0425,,,490.2,,-42.5
94.4828,0.4971,-0.0355,,,497.1,,-35.5
94.4861,0.5028,-0.0304,,,502.8,,-30.4
94.4894,0.5067,-0.0257,,,506.7,,-25.7
94.4928,0.5115,-0.0208,,,511.5,,-20.8
94.4961,0.5175,-0.0161,,,517.5,,-16.1
94.4994,0.5175,-0.014,,,517.5,,-14
94.5028,0.5181,-0.015,,,518.1,,-15
94.5061,0.5181,-0.0148,,,518.1,,-14.8
94.5094,0.5187,-0.0128,,,518.7,,-12.8
94.5128,0.5193,-0.014,,,519.3,,-14
94.5161,0.5154,-0.017,,,515.4,,-17
94.5194,0.5172,-0.0142,,,517.2,,-14.2
94.5228,0.5244,-0.0093,,,524.4,,-9.3
94.5261,0.5202,-0.0111,,,520.2,,-11.1
94.5294,0.5172,-0.0156,,,517.2,,-15.6
94.5328,0.5151,-0.0169,,,515.1,,-16.9
94.5361,0.5127,-0.0202,,,512.7,,-20.2
94.5394,0.5043,-0.0263,,,504.3,,-26.3
94.5428,0.5067,-0.0278,,,506.7,,-27.8
94.5461,0.5058,-0.0236,,,505.8,,-23.6
94.5494,0.5139,-0.0206,,,513.9,,-20.6
94.5528,0.5082,-0.0218,,,508.2,,-21.8
94.5561,0.5094,-0.0242,,,509.4,,-24.2
94.5594,0.5052,-0.0251,,,505.2,,-25.1
94.5628,0.5076,-0.026,,,507.6,,-26
94.5661,0.5016,-0.0282,,,501.6,,-28.2
94.5694,0.5046,-0.0289,,,504.6,,-28.9
94.5728,0.5028,-0.0275,,,502.8,,-27.5
94.5761,0.5049,-0.0273,,,504.9,,-27.3
94.5794,0.5031,-0.0285,,,503.1,,-28.5
94.5828,0.5016,-0.0294,,,501.6,,-29.4
94.5861,0.5013,-0.0306,,,501.3,,-30.6
94.5894,0.4989,-0.0322,,,498.9,,-32.2
94.5928,0.498,-0.0329,,,498,,-32.9
94.5961,0.4989,-0.0333,,,498.9,,-33.3
94.5994,0.4962,-0.0335,,,496.2,,-33.5
94.6028,0.5001,-0.0325,,,500.1,,-32.5
94.6061,0.4983,-0.0313,,,498.3,,-31.3
94.6094,0.5004,-0.0317,,,500.4,,-31.7
94.6128,0.4968,-0.0333,,,496.8,,-33.3
94.6161,0.4962,-0.0349,,,496.2,,-34.9
94.6194,0.4953,-0.0356,,,495.3,,-35.6
94.6228,0.495,-0.0349,,,495,,-34.9
94.6261,0.4974,-0.0342,,,497.4,,-34.2
94.6294,0.495,-0.0344,,,495,,-34.4
94.6328,0.4959,-0.0352,,,495.9,,-35.2
94.6361,0.4944,-0.0361,,,494.4,,-36.1
94.6394,0.4929,-0.0364,,,492.9,,-36.4
94.6428,0.4962,-0.0356,,,496.2,,-35.6
94.6461,0.4935,-0.0349,,,493.5,,-34.9
94.6494,0.4971,-0.0342,,,497.1,,-34.2
94.6528,0.4974,-0.032,,,497.4,,-32
94.6561,0.4983,-0.0315,,,498.3,,-31.5
94.6594,0.4947,-0.0355,,,494.7,,-35.5
94.6628,0.4914,-0.0382,,,491.4,,-38.2
94.6661,0.4941,-0.035,,,494.1,,-35
94.6694,0.4977,-0.0332,,,497.7,,-33.2
94.6728,0.4911,-0.0367,,,491.1,,-36.7
94.6761,0.4923,-0.0387,,,492.3,,-38.7
94.6794,0.4914,-0.0373,,,491.4,,-37.3
94.6828,0.4908,-0.038,,,490.8,,-38
94.6861,0.4908,-0.0398,,,490.8,,-39.8
94.6894,0.4878,-0.0399,,,487.8,,-39.9
94.6928,0.4908,-0.0388,,,490.8,,-38.8
94.6961,0.4944,-0.0352,,,494.4,,-35.2
94.6994,0.4965,-0.0309,,,496.5,,-30.9
94.7028,0.4971,-0.0332,,,497.1,,-33.2
94.7061,0.4896,-0.0387,,,489.6,,-38.7
94.7094,0.4905,-0.0373,,,490.5,,-37.3
94.7128,0.4974,-0.0328,,,497.4,,-32.8
94.7161,0.4944,-0.0329,,,494.4,,-32.9
94.7194,0.4941,-0.0346,,,494.1,,-34.6
94.7228,0.4944,-0.0349,,,494.4,,-34.9
94.7261,0.492,-0.0348,,,492,,-34.8
94.7294,0.4947,-0.0349,,,494.7,,-34.9
94.7328,0.4896,-0.0379,,,489.6,,-37.9
94.7361,0.4866,-0.0413,,,486.6,,-41.3
94.7394,0.4899,-0.0391,,,489.9,,-39.1
94.7428,0.4896,-0.0367,,,489.6,,-36.7
94.7461,0.4905,-0.0394,,,490.5,,-39.4
94.7494,0.4857,-0.0401,,,485.7,,-40.1
94.7528,0.4908,-0.0383,,,490.8,,-38.3
94.7561,0.4869,-0.0399,,,486.9,,-39.9
94.7594,0.4887,-0.0393,,,488.7,,-39.3
94.7628,0.4914,-0.0354,,,491.4,,-35.4
94.7661,0.4899,-0.0385,,,489.9,,-38.5
94.7694,0.4809,-0.0453,,,480.9,,-45.3
94.7728,0.4824,-0.045,,,482.4,,-45
94.7761,0.4869,-0.0416,,,486.9,,-41.6
94.7794,0.4842,-0.0397,,,484.2,,-39.7
94.7828,0.4938,-0.0368,,,493.8,,-36.8
94.7861,0.4884,-0.0357,,,488.4,,-35.7
94.7894,0.4884,-0.0391,,,488.4,,-39.1
94.7928,0.4869,-0.0409,,,486.9,,-40.9
94.7961,0.4845,-0.0402,,,484.5,,-40.2
94.7994,0.4848,-0.0429,,,484.8,,-42.9
94.8028,0.4797,-0.0469,,,479.7,,-46.9
94.8061,0.4791,-0.0458,,,479.1,,-45.8
94.8094,0.4851,-0.0429,,,485.1,,-42.9
94.8128,0.4815,-0.0433,,,481.5,,-43.3
94.8161,0.4824,-0.0443,,,482.4,,-44.3
94.8194,0.4836,-0.042,,,483.6,,-42
94.8228,0.4866,-0.04,,,486.6,,-40
94.8261,0.4833,-0.0411,,,483.3,,-41.1
94.8294,0.4845,-0.0428,,,484.5,,-42.8
94.8328,0.48,-0.0444,,,480,,-44.4
94.8361,0.4797,-0.0458,,,479.7,,-45.8
94.8394,0.4827,-0.044,,,482.7,,-44
94.8428,0.4833,-0.04,,,483.3,,-40
94.8461,0.4875,-0.0393,,,487.5,,-39.3
94.8494,0.483,-0.0421,,,483,,-42.1
94.8528,0.4824,-0.0409,,,482.4,,-40.9
94.8561,0.4953,-0.0326,,,495.3,,-32.6
94.8594,0.4962,-0.0259,,,496.2,,-25.9
94.8628,0.498,-0.0286,,,498,,-28.6
94.8661,0.4911,-0.0335,,,491.1,,-33.5
94.8694,0.4938,-0.0303,,,493.8,,-30.3
94.8728,0.5004,-0.0246,,,500.4,,-24.6
94.8761,0.4995,-0.0258,,,499.5,,-25.8
94.8794,0.4935,-0.0295,,,493.5,,-29.5
94.8828,0.4965,-0.0298,,,496.5,,-29.8
94.8861,0.492,-0.0315,,,492,,-31.5
94.8894,0.4848,-0.0391,,,484.8,,-39.1
94.8928,0.4779,-0.0478,,,477.9,,-47.8
94.8961,0.4701,-0.0524,,,470.1,,-52.4
94.8994,0.4707,-0.0544,,,470.7,,-54.4
94.9028,0.4662,-0.0574,,,466.2,,-57.4
94.9061,0.4626,-0.0611,,,462.6,,-61.1
94.9094,0.462,-0.0618,,,462,,-61.8
94.9128,0.4647,-0.0588,,,464.7,,-58.8
